308,7.75
321,8.19
334,6.53
348,8
361,10.85
374,9.88
389,10.65
402,12.26
415,11.03
429,11.68
442,11.81
455,10.95
470,10.81
483,11.25
496,11.33
509,11.64
523,10.23
537,9.75
550,9.84
564,9.8
577,10.15
590,9.96
604,10.93
618,11.24
631,11.26
645,10.88
658,11.04
671,11.1
685,10.95
699,10.93
712,11.14
726,12.05
739,12.04
752,11.16
766,10.44
780,10.31
793,10
806,9.6
820,9.62
833,10.04
847,10.77
861,10.18
874,9.33
887,9.41
901,9.53
914,9.33
927,10.13
942,9.81
955,8.93
968,8.53
982,8.38
995,8.51
1008,9.86
1022,10.86
1036,9.98
1049,7.89
1062,7.27
1076,7.94
1090,9.08
1103,9.39
1117,9.18
1130,5.91
1143,3.62
1157,4.27
1171,6.96
1184,7.2
1198,4.96
1211,2.24
1224,3.55
1239,3.1
1252,4.57
1265,1.69
1278,-1
1292,-3.78
1305,-3.49
1319,-3.45
1333,-5.98
1346,-9.81
1359,-10.95
1373,-9.54
1387,-10.29
1400,-9.47
1414,-12.22
1427,-11.24
1441,-11.75
1455,-11.17
1468,-10.91
1481,-11.12
1495,-10.75
1509,-10.33
1522,-9.92
1536,-9.41
1549,-9.04
1563,-5.83
1576,-5.03
1590,-4.96
1603,-5.79
1616,-5.83
1630,-6.89
1644,-8.17
1657,-8.96
1671,-7.99
1684,-6.96
1697,-5.37
1712,-4.74
1725,-5.54
1738,-5.27
1752,-5.09
1765,-5.59
1779,-5.8
1793,-5.35
1806,-5.08
1819,-4.04
1832,-4.15
1847,-4.11
1860,-5.03
1873,-5.55
1887,-5.43
1900,-3.43
1913,-1.44
1928,-1.49
1941,-2.75
1954,-4.76
1968,-4.64
1981,-3.71
1995,-1
2009,0.56
2022,-0.05
2035,-1.86
2049,-2.22
2063,-2.66
2076,-1.15
2089,2.03
2103,2.02
2116,1.24
2129,-0.36
2144,0.04
2157,0.57
2170,4.34
2184,5.62
2197,5.97
2211,5.15
2225,5.03
2238,4.33
2251,4.44
2265,5.02
2278,8.22
2292,9.43
2306,10.21
2319,12.16
2332,11.57
2347,10.41
2360,9.47
2373,9.86
2386,10.82
2400,13.36
2414,14.14
2427,12.53
2441,10.56
2454,11.39
2467,13.71
2482,14.41
2495,13.15
2508,12.41
2522,11.9
2536,12.04
2549,11.97
2563,12.8
2576,12.79
2590,10.96
2604,10.58
2617,10.89
2630,10.45
2643,11.37
2658,11.71
2671,11.47
2684,10.72
2698,10.82
2712,10.92
2725,10.83
2739,11.29
2752,11.72
2765,10.34
2780,8.16
2793,10.01
2806,10.26
2820,10.24
2834,10.47
2847,11.22
2861,10.98
2874,9.61
2887,8.3
2902,8.55
2915,9.75
2928,10.26
2941,10.69
2955,9.83
2969,9.56
2982,8.67
2996,7.86
3009,8.38
3022,8.52
3037,8.77
3050,7.61
3063,6.64
3077,6.61
3090,6.35
3103,6.48
3118,7.15
3131,6.86
3144,6.66
3158,6.21
3171,6.58
3185,7.27
3198,8.49
3212,8.79
3225,7.52
3238,6.17
3253,5.69
3266,6.83
3279,9.41
3293,8.67
3306,5.5
3319,4.71
3334,4.17
3347,7.41
3360,2.38
3374,0.85
3387,-0.14
3401,0.44
3415,1.98
3428,-0.66
3441,-5.06
3454,-8.55
3468,-5.79
3482,-5.46
3495,-5.75
3509,-9.27
3522,-10.02
3535,-9.03
3550,-6.05
3563,-7.81
3576,-9.49
3590,-10.9
3603,-11.88
3617,-12.38
3631,-10.94
3644,-10.3
3657,-8.83
3672,-9.91
3685,-10.99
3698,-10.56
3712,-10.93
3725,-10.85
3739,-9.79
3752,-8.86
3766,-6.79
3779,-7.07
3792,-8.06
3807,-9.5
3820,-10.36
3833,-10.36
3847,-10.33
3861,-9.39
3874,-8.59
3888,-7.21
3901,-7.1
3914,-8.19
3929,-10.12
3942,-10.12
3955,-9.5
3969,-7.96
3982,-6.66
3996,-5.82
4009,-7.22
4023,-7.54
4036,-5.96
4049,-3.99
4063,-3.56
4077,-3.84
4090,-6.28
4104,-6.14
4117,-5.2
4130,-2.26
4145,-0.95
4158,-2.37
4171,-3.77
4185,-4.6
4198,-5.05
4212,-3.72
4226,-0.56
4239,0.42
4252,-1.77
4265,-3.11
4280,-3.39
4293,-3.23
4306,-0.39
4320,1.18
4333,1.22
4347,0.55
4361,-0.27
4374,-0.33
4387,-1.31
4401,1.58
4414,5.13
4428,7.1
4442,8.02
4455,7.88
4468,6.21
4482,8.51
4496,11.09
4509,17.69
4523,13.42
4536,7.17
4549,9.36
4563,13.81
4577,12.42
4590,9.5
4603,16.25
4617,13.24
4631,13.81
4644,13.17
4658,10.6
4671,10.48
4685,11.09
4699,14.15
4712,13.92
4725,12.62
4740,12.49
4753,12.03
4766,12.43
4780,12.13
4793,13.27
4807,11.26
4820,11.7
4834,11.2
4847,10.3
4861,10.25
4875,10.47
4888,10.88
4901,10.58
4916,10.3
4929,9.43
4942,10.03
4956,11.03
4969,11.31
4983,9.91
4997,10.41
5010,11.34
5023,10.16
5037,10.1
5051,10.83
5064,11.91
5078,12.09
5091,11.71
5105,11.31
5118,10.02
5132,9.46
5145,9.74
5158,10.21
5173,10.36
5186,9.56
5199,8.77
5213,7.69
5226,6.8
5240,6.96
5254,9.02
5267,10.99
5280,8.5
5294,6.81
5308,5
5321,5.73
5335,7.83
5348,10.11
5361,7.85
5376,3.29
5389,1.04
5402,1.71
5415,3.81
5429,5.71
5443,4.43
5456,-0.59
5470,-0.54
5483,-1.32
5496,-1.27
5510,-3.31
5524,-6.35
5537,-7.35
5551,-8.1
5564,-7.28
5577,-9.23
